SYMBOL,MARKET_CAP,MARKET_CAP_CATEGORY,PE_RATIO,PRICE_TO_BOOK,ROE,DEBT_TO_EQUITY,OPERATING_MARGIN,PROFIT_MARGIN,REVENUE_GROWTH,EARNINGS_GROWTH,CURRENT_PRICE,SECTOR,RAW_SECTOR,INDUSTRY,FETCH_DATE,REVENUE_GROWTH_SCORE,EARNINGS_GROWTH_SCORE,GROWTH_SCORE,GROWTH_RANK,ROE_SCORE,OPERATING_MARGIN_SCORE,PROFIT_MARGIN_SCORE,DEBT_PENALTY,QUALITY_SCORE,QUALITY_RANK,PROMOTER_HOLDING,FII_HOLDING,DII_HOLDING,PLEDGE_PERCENT,OWNERSHIP_SCORE,OWNERSHIP_RANK
SJVN,304048242688.0,LARGE CAP,47.17683,2.0938542,0.0,202.556,0.5743,0.17885,0.613,0.5,77.37,IT,Utilities,Utilities - Renewable,2026-05-11,61.3,50.0,55.65,409,0.0,57.43000000000001,17.885,202.556,1.4446500000000029,1199,29.59,36.89,19.98,5.43,25.8755,550
BEPL,24054659072.0,SMALL CAP,13.35083,2.3094568,0.17278999,0.0,0.18176001,0.14119,-0.01,0.305,96.66,CHEMICALS,Basic Materials,Chemicals,2026-05-11,-1.0,30.5,14.75,1002,17.278999,18.176001,14.119000000000002,0.0,15.03019995,267,61.64,7.04,9.53,2.21,25.8475,551
DEEPAKFERT,161469628416.0,MID CAP,18.417414,2.475901,0.0,62.046,0.08648,0.0784,0.097,-0.436,1277.8,CHEMICALS,Basic Materials,Chemicals,2026-05-11,9.7,-43.6,-16.95,2014,0.0,8.648,7.84,62.046,-1.6502000000000008,1555,55.04,15.46,9.76,5.1,25.832,552
TIMKEN,272216604672.0,LARGE CAP,62.917244,9.838356,0.0,0.55,0.0922,0.13123,0.161,-0.266,3619.0,CAPITAL GOODS,Industrials,Tools & Accessories,2026-05-11,16.1,-26.6,-5.25,1769,0.0,9.22,13.123,0.55,5.991750000000001,736,39.45,25.04,18.98,2.35,25.829500000000003,553
MODINATUR,4918709760.0,MICRO CAP,12.680961,3.4563527,0.0,106.715,0.080579996,0.058229998,-0.028,0.286,369.65,FMCG,Consumer Defensive,Packaged Foods,2026-05-11,-2.8000000000000003,28.6,12.9,1045,0.0,8.0579996,5.8229998,106.715,-6.798350170000002,1930,57.97,11.24,9.42,1.88,25.8285,554
LXCHEM,46006030336.0,SMALL CAP,57.82579,2.3117747,0.0,17.29,0.04099,0.028210001,-0.086,-0.124,165.96,CHEMICALS,Basic Materials,Specialty Chemicals,2026-05-11,-8.6,-12.4,-10.5,1897,0.0,4.099,2.8210001,17.29,0.2059500249999999,1338,59.33,14.52,3.07,0.62,25.826999999999995,555
OFSS,804413505536.0,LARGE CAP,30.608562,11.636386,0.32606,0.415,0.50402,0.34401,0.203,0.306,9239.5,IT,Technology,Software - Infrastructure,2026-05-11,20.3,30.6,25.45,754,32.606,50.402,34.401,0.415,35.091449999999995,76,23.74,39.78,25.12,7.11,25.812,556
GOCOLORS,15037191168.0,SMALL CAP,21.724924,2.223899,0.08529,77.141,0.113479994,0.06849,-0.002,-0.598,285.9,FMCG,Consumer Cyclical,Apparel Retail,2026-05-11,-0.2,-59.8,-30.0,2178,8.529,11.3479994,6.848999999999999,77.141,0.387699819999999,1321,63.32,7.89,5.75,1.69,25.7975,557
CAMS,202280960000.0,LARGE CAP,42.595303,16.584663,0.38694,4.863,0.39238,0.31394,0.11,0.106,815.7,IT,Technology,Information Technology Services,2026-05-11,11.0,10.6,10.8,1114,38.694,39.238,31.394,4.863,32.6765,83,23.16,40.28,25.52,7.8,25.789999999999996,558
RRKABEL,217388777472.0,LARGE CAP,44.173756,9.289602,0.20826,13.092,0.08344,0.05034,0.342,0.322,1922.0,CAPITAL GOODS,Industrials,Electrical Equipment & Parts,2026-05-11,34.2,32.2,33.2,614,20.826,8.344,5.034000000000001,13.092,9.741599999999998,477,39.47,28.82,15.06,4.46,25.779499999999995,559
BASF,167640956928.0,MID CAP,44.28702,4.4258475,0.0,3.857,0.03529,0.02499,0.028,0.03,3872.9,CHEMICALS,Basic Materials,Specialty Chemicals,2026-05-11,2.8000000000000003,3.0,2.9000000000000004,1399,0.0,3.5290000000000004,2.499,3.857,1.2977499999999995,1220,51.29,11.29,19.68,4.9,25.7685,560
JSWHL,139107827712.0,MID CAP,97.510506,0.44426835,0.0,0.0,0.89515996,0.76741,-0.419,-0.51,12534.0,CAPITAL GOODS,Industrials,Conglomerates,2026-05-11,-41.9,-51.0,-46.45,2308,0.0,89.515996,76.741,0.0,46.0400488,47,53.93,10.96,17.99,9.06,25.755,561
BOSCHLTD,1100555223040.0,LARGE CAP,39.928307,7.851434,0.0,0.778,0.10515001,0.14369,0.094,0.161,37315.0,AUTO,Consumer Cyclical,Auto Parts,2026-05-11,9.4,16.1,12.75,1050,0.0,10.515001,14.369000000000002,0.778,6.6689503000000006,668,48.65,20.44,13.58,8.08,25.7465,562
SREEL,4259364352.0,MICRO CAP,17.48574,0.8786385,0.0,0.495,0.15831,0.100530006,0.142,0.208,183.95,FMCG,Consumer Cyclical,Footwear & Accessories,2026-05-11,14.2,20.8,17.5,928,0.0,15.831,10.0530006,0.495,7.21305015,628,58.51,9.97,9.24,0.35,25.744499999999995,563
SHAREINDIA,31668430848.0,SMALL CAP,11.288612,1.2609568,0.0,22.746,0.367,0.24080999,0.059,0.151,144.72,OTHERS,Financial Services,Capital Markets,2026-05-11,5.9,15.1,10.5,1123,0.0,36.7,24.080999,22.746,14.75564975,272,59.81,11.56,7.56,5.54,25.7375,564
PARAGMILK,26691823616.0,SMALL CAP,20.974459,2.1147294,0.0,45.112,0.05835,0.03404,0.145,-0.208,213.52,FMCG,Consumer Defensive,Packaged Foods,2026-05-11,14.499999999999998,-20.8,-3.150000000000001,1711,0.0,5.835,3.404,45.112,-1.9097000000000008,1581,62.56,6.7,9.89,6.5,25.7285,565
RUBICON,156751675392.0,MID CAP,75.99441,22.676788,0.0,87.66,0.20309,0.12902,0.517,0.793,951.45,PHARMA,Healthcare,Drug Manufacturers - General,2026-05-11,51.7,79.3,65.5,366,0.0,20.309,12.902,87.66,0.5521999999999991,1303,46.63,23.5,12.16,6.83,25.7275,566
KAMOPAINTS,1786469888.0,MICRO CAP,5.484848,1.0183796,0.0,19.23,0.040009998,0.018819999,-0.146,-0.5,5.43,METALS,Basic Materials,Steel,2026-05-11,-14.6,-50.0,-32.3,2208,0.0,4.0009998,1.8819999,19.23,-0.2522000850000001,1415,57.92,9.95,9.82,0.18,25.693999999999996,567
BHARATWIRE,17349931008.0,SMALL CAP,22.655018,2.2325537,0.0,13.182,0.1861,0.12344,-0.117,0.22,252.83,METALS,Basic Materials,Steel,2026-05-11,-11.7,22.0,5.15,1315,0.0,18.61,12.344,13.182,7.350799999999999,622,57.96,13.51,7.82,6.02,25.691999999999997,568
SEJALLTD,9299068928.0,SMALL CAP,28.883833,14.464039,0.30464,133.115,0.11963,0.07249,0.695,1.56,793.15,CAPITAL GOODS,Industrials,Building Products & Equipment,2026-05-11,69.5,156.0,112.75,222,30.464,11.963,7.249,133.115,2.752049999999997,1037,62.57,9.02,7.17,7.18,25.68,569
ESTER,9776184320.0,SMALL CAP,0.0,1.231802,0.0,93.212,-0.00271,-0.024719998,-0.019,0.0,100.18,CHEMICALS,Basic Materials,Specialty Chemicals,2026-05-11,-1.9,0.0,-0.95,1647,0.0,-0.271,-2.4719998,93.212,-10.02049995,2040,58.76,15.0,2.99,1.34,25.679499999999997,570
PRITI,603704000.0,MICRO CAP,38.31356,0.8150058,0.0,0.0,-0.06547,0.04403,-0.777,-0.872,45.21,FMCG,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2026-05-11,-77.7,-87.2,-82.45,2383,0.0,-6.547,4.403,0.0,-0.8633499999999998,1486,63.34,8.33,6.47,6.22,25.6635,571
VETO,2164960000.0,MICRO CAP,9.068055,0.7823336,0.0,5.817,0.097959995,0.07086,0.245,0.816,113.26,CAPITAL GOODS,Industrials,Electrical Equipment & Parts,2026-05-11,24.5,81.6,53.05,430,0.0,9.7959995,7.086,5.817,4.1285998500000005,894,54.71,14.91,9.97,4.62,25.651999999999997,572
OILCOUNTUB,3191117312.0,MICRO CAP,0.0,1.4569191,0.0,11.362,-3.78532,-0.78296995,-0.864,0.0,61.38,POWER,Energy,Oil & Gas Equipment & Services,2026-05-11,-86.4,0.0,-43.2,2295,0.0,-378.532,-78.29699500000001,11.362,-134.27004875,2342,63.12,6.83,7.63,4.12,25.636499999999998,573
ABINFRA,9211342848.0,SMALL CAP,38.972973,5.924404,0.0,58.087,0.13009,0.082370006,-0.008,0.105,14.42,CAPITAL GOODS,Industrials,Engineering & Construction,2026-05-11,-0.8,10.5,4.85,1325,0.0,13.009,8.2370006,58.087,0.1532501499999989,1345,56.78,14.37,6.09,0.7,25.636499999999998,574
MVGJL,8122840576.0,SMALL CAP,7.152258,1.0530748,0.0,53.159,0.07569,0.042140003,0.376,0.366,166.29,FMCG,Consumer Cyclical,Luxury Goods,2026-05-11,37.6,36.6,37.1,573,0.0,7.568999999999999,4.2140003,53.159,-1.9916999250000005,1590,62.43,11.69,1.65,1.43,25.627000000000002,575
SCPL,4769691136.0,MICRO CAP,30.040215,3.4064481,0.0,63.458,0.112849995,0.049569998,0.256,0.873,448.2,FMCG,Consumer Defensive,Packaged Foods,2026-05-11,25.6,87.3,56.45,406,0.0,11.2849995,4.956999799999999,63.458,-1.7210502000000003,1562,64.33,3.5,9.6,3.61,25.604499999999998,576
HEXATRADEX,9135816704.0,SMALL CAP,0.0,0.1905742,0.0,0.412,-24.95522,-1.96481,0.0,0.0,165.37,OTHERS,Financial Services,Credit Services,2026-05-11,0.0,0.0,0.0,1521,0.0,-2495.522,-196.481,0.412,-797.81805,2377,56.84,11.27,9.61,0.77,25.600499999999997,577
SHIVAUM,4535053312.0,MICRO CAP,90.36585,3.8325386,0.0,63.231,0.01492,0.010570001,0.203,21.0,333.45,METALS,Basic Materials,Steel,2026-05-11,20.3,2100.0,1060.15,33,0.0,1.492,1.0570001,63.231,-5.611249975,1870,56.04,12.78,9.15,1.44,25.5915,578
TATACHEM,193958674432.0,MID CAP,0.0,0.86834383,0.0,32.125,0.01465,0.01228,-0.011,0.0,761.35,CHEMICALS,Basic Materials,Chemicals,2026-05-11,-1.1,0.0,-0.5499999999999999,1623,0.0,1.465,1.228,32.125,-2.466,1629,55.11,13.53,10.02,2.81,25.571499999999997,579
CELLO,91170299904.0,MID CAP,29.52432,3.9837656,0.0,0.221,0.17953,0.13387999,0.002,-0.278,412.75,FMCG,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2026-05-11,0.2,-27.800000000000004,-13.800000000000002,1954,0.0,17.953,13.387999,0.221,8.71079975,535,51.91,15.15,14.37,7.59,25.546999999999997,580
SURYAROSNI,54598873088.0,MID CAP,17.18493,2.176572,0.0,4.928,0.057979997,0.04222,0.032,-0.114,250.9,METALS,Basic Materials,Steel,2026-05-11,3.2,-11.4,-4.1,1738,0.0,5.7979997,4.222,4.928,2.30209991,1091,59.07,12.77,7.68,8.83,25.5425,581
SNOWMAN,6730317312.0,SMALL CAP,201.25,1.6955221,0.00816,77.682,0.045679998,0.00546,0.039,0.763,40.25,CAPITAL GOODS,Industrials,Integrated Freight & Logistics,2026-05-11,3.9,76.3,40.1,541,0.8160000000000001,4.5679998,0.5459999999999999,77.682,-5.97570006,1890,64.29,4.81,9.41,7.59,25.538,582
CCL,146411618304.0,MID CAP,37.78618,7.0176783,0.0,77.989,0.14102,0.092089996,0.384,0.59,1099.2,FMCG,Consumer Defensive,Packaged Foods,2026-05-11,38.4,59.0,48.7,464,0.0,14.102,9.2089996,77.989,-1.266050100000001,1518,47.14,23.2,11.14,7.13,25.531,583
SHIVATEX,2370690816.0,MICRO CAP,13.915323,1.5618919,0.0,72.496,0.07201,0.04603,0.015,-0.074,172.55,FMCG,Consumer Cyclical,Textile Manufacturing,2026-05-11,1.5,-7.399999999999999,-2.95,1700,0.0,7.2010000000000005,4.603,72.496,-3.93855,1761,59.26,12.78,6.56,6.91,25.524,584
TECHNOE,144583622656.0,MID CAP,30.802773,3.7145705,0.0,1.573,0.1338,0.16158001,0.371,0.242,1243.2,CAPITAL GOODS,Industrials,Engineering & Construction,2026-05-11,37.1,24.2,30.65,649,0.0,13.38,16.158001,1.573,7.896200249999999,584,57.59,10.85,10.23,4.46,25.523,585
ABMINTLLTD,391560960.0,MICRO CAP,0.0,3.029553,0.0,109.454,-0.21989,-0.09676,-0.081,0.0,41.62,CHEMICALS,Basic Materials,Specialty Chemicals,2026-05-11,-8.1,0.0,-4.05,1735,0.0,-21.989,-9.676,109.454,-19.9611,2185,63.22,4.03,8.76,0.1,25.516,586
SYNGENE,193893138432.0,MID CAP,55.142857,4.0944304,0.06621,9.473,0.20549999,0.084709994,0.018,-0.195,482.5,PHARMA,Healthcare,Diagnostics & Research,2026-05-11,1.7999999999999998,-19.5,-8.85,1850,6.621,20.549999,8.4709994,9.473,9.65279955,479,57.96,11.46,10.71,8.99,25.502499999999998,587
BAJAJCON,70435930112.0,MID CAP,37.975353,9.562866,0.25309,2.092,0.22031,0.16329001,0.304,1.13,539.25,FMCG,Consumer Defensive,Household & Personal Products,2026-05-11,30.4,113.0,71.69999999999999,344,25.309,22.031,16.329001,2.092,19.34050025,188,52.11,11.83,15.07,0.54,25.501,588
KOTIC,0.0,UNKNOWN,0.0,7.1258216,0.0,4.325,0.08316,-0.2374,1.019,0.0,179.87,OTHERS,,,2026-05-11,101.9,0.0,50.95,447,0.0,8.315999999999999,-23.74,4.325,-3.8727,1753,62.84,3.89,9.89,1.41,25.492500000000003,589
HEROMOTOCO,1046185967616.0,LARGE CAP,18.226662,4.8400254,0.28027,3.57,0.1311,0.12109999,0.302,0.257,5228.5,AUTO,Consumer Cyclical,Auto Manufacturers,2026-05-11,30.2,25.7,27.95,697,28.027,13.11,12.109999,3.57,16.41294975,244,40.13,28.85,11.27,0.32,25.485999999999997,590
LEMONTREE,91727626240.0,MID CAP,41.669064,7.4180326,0.0,109.554,0.42259997,0.15636,0.143,0.0,115.84,FMCG,Consumer Cyclical,Lodging,2026-05-11,14.3,0.0,7.15,1247,0.0,42.259997,15.636,109.554,5.631599099999999,760,47.34,15.46,18.37,3.27,25.4725,591
BANG,529111200.0,MICRO CAP,10.24147,0.5880669,0.0,35.295,0.01158,0.28488,0.179,-0.471,39.02,FMCG,Consumer Cyclical,Apparel Manufacturing,2026-05-11,17.9,-47.1,-14.599999999999998,1968,0.0,1.158,28.488000000000003,35.295,3.9399000000000006,912,60.28,11.98,5.58,6.16,25.471,592
NAUKRI,622605172736.0,LARGE CAP,46.345226,1.2793995,0.0,0.544,0.32202,0.42567003,0.134,0.123,961.2,OTHERS,Communication Services,Internet Content & Information,2026-05-11,13.4,12.3,12.85,1046,0.0,32.202,42.567003,0.544,20.24795075,177,39.17,31.42,12.7,8.4,25.4705,593
INDBANK,1534154368.0,MICRO CAP,21.742138,1.5737959,0.073709995,0.0,0.30131,0.28584,0.144,0.038,34.57,OTHERS,Financial Services,Capital Markets,2026-05-11,14.4,3.8,9.1,1177,7.3709995,30.131000000000004,28.584,0.0,18.765149825,194,64.59,4.4,9.33,7.9,25.469,594
ARFIN,16185547776.0,SMALL CAP,177.64815,9.791773,0.0,92.774,0.06781,0.01584,0.042,0.611,95.93,OTHERS,Basic Materials,Aluminum,2026-05-11,4.2,61.1,32.65,625,0.0,6.781,1.584,92.774,-6.8471,1933,63.91,5.98,6.9,4.24,25.4635,595
HGINFRA,41041506304.0,SMALL CAP,10.467919,1.3388909,0.0,182.684,0.18627001,0.075890005,0.124,-0.182,629.75,CAPITAL GOODS,Industrials,Engineering & Construction,2026-05-11,12.4,-18.2,-2.8999999999999995,1699,0.0,18.627001,7.5890005,182.684,-10.783049575,2065,62.37,10.21,5.07,7.05,25.455,596
IOB,660308492288.0,LARGE CAP,12.2028475,1.931831,0.15654999,0.0,0.44187,0.37493,0.019,-0.871,34.29,BANKING,Financial Services,Banks - Regional,2026-05-11,1.9,-87.1,-42.6,2293,15.654999,44.187,37.493,0.0,28.108599649999995,93,31.78,32.86,18.01,0.31,25.4525,597
HINDOILEXP,21834688512.0,SMALL CAP,20.561646,1.6256264,0.0,5.622,0.059959996,0.20712,-0.486,-0.808,165.11,POWER,Energy,Oil & Gas E&P,2026-05-11,-48.6,-80.80000000000001,-64.7,2366,0.0,5.9959996,20.712,5.622,6.41459988,685,69.58,4.62,1.7,7.35,25.429,598
LLOYDSENT,109133193216.0,MID CAP,23.211039,2.2692356,0.09865,14.694,0.13791999,0.12979999,0.615,5.88,71.49,METALS,Basic Materials,Steel,2026-05-11,61.5,588.0,324.75,88,9.865,13.791999,12.979999,14.694,9.36594945,499,50.32,22.51,6.99,6.84,25.428499999999996,599
RACLGEAR,15024483328.0,SMALL CAP,33.64983,4.4988914,0.0,72.348,0.16618,0.09674,0.217,1.318,1272.3,AUTO,Consumer Cyclical,Auto Parts,2026-05-11,21.7,131.8,76.75,323,0.0,16.618,9.674,72.348,0.1691000000000002,1343,58.89,11.04,7.02,2.54,25.4245,600
CORALFINAC,1387605632.0,MICRO CAP,9.617319,0.6441414,0.0,0.0,0.85666,0.70418,0.247,0.603,34.43,REALTY,Real Estate,Real Estate Services,2026-05-11,24.7,60.3,42.5,515,0.0,85.666,70.418,0.0,43.3043,51,58.03,13.97,7.4,9.28,25.423499999999997,601
KSCL,50134892544.0,MID CAP,16.6596,2.7950091,0.0,0.0,0.02805,0.21824,0.208,-0.071,982.25,OTHERS,Basic Materials,Agricultural Inputs,2026-05-11,20.8,-7.1,6.8500000000000005,1255,0.0,2.805,21.824,0.0,6.297499999999999,702,47.85,21.0,12.35,7.12,25.423,602
RTNINDIA,50140028928.0,MID CAP,0.0,4.8555765,0.0,107.296,0.01517,0.0,0.044,0.0,36.31,FMCG,Consumer Cyclical,Internet Retail,2026-05-11,4.4,0.0,2.2,1430,0.0,1.517,0.0,107.296,-10.274500000000002,2051,57.48,12.5,8.82,6.53,25.42,603
TIGERLOGS,4547232256.0,MICRO CAP,17.627048,0.8623904,0.20673001,34.408,0.04877,0.031630002,-0.1,-0.282,43.01,CAPITAL GOODS,Industrials,Integrated Freight & Logistics,2026-05-11,-10.0,-28.2,-19.1,2054,20.673001,4.877,3.1630002,34.408,6.048600399999999,728,64.54,5.49,7.69,7.4,25.4185,604
EIHOTEL,204150145024.0,LARGE CAP,31.694176,4.3364773,0.0,5.176,0.38906,0.21992001,0.091,-0.08,326.45,FMCG,Consumer Cyclical,Lodging,2026-05-11,9.1,-8.0,0.5499999999999998,1489,0.0,38.906,21.992001,5.176,16.652200249999996,237,43.52,24.56,14.94,9.18,25.416999999999998,605
THAKDEV,0.0,UNKNOWN,0.0,0.0,0.07186,11.58,0.30273,0.30424,1.04,39.071,141.12,OTHERS,,,2026-05-11,104.0,3907.1,2005.55,20,7.185999999999999,30.273,30.424,11.58,18.044999999999995,209,60.64,11.14,4.66,3.15,25.415999999999997,606
BHARATGEAR,1759689600.0,MICRO CAP,13.372229,1.4442163,0.0,64.485,0.033099998,0.01756,0.333,0.0,114.6,AUTO,Consumer Cyclical,Auto Parts,2026-05-11,33.300000000000004,0.0,16.650000000000002,948,0.0,3.3099998,1.756,64.485,-5.01650006,1831,61.6,14.81,1.39,9.45,25.4055,607
HNDFDS,63874945024.0,MID CAP,46.689957,6.1360817,0.0,86.577,0.06798,0.03375,0.135,0.238,534.6,CAPITAL GOODS,Industrials,Conglomerates,2026-05-11,13.5,23.8,18.65,905,0.0,6.798,3.375,86.577,-5.77455,1878,42.87,24.62,15.11,7.76,25.392,608
JINDALPHOT,11303527424.0,SMALL CAP,93.58056,1.1629249,0.0,0.0,0.26667,0.0,-0.964,-0.995,1097.7,OTHERS,Financial Services,Asset Management,2026-05-11,-96.4,-99.5,-97.95,2388,0.0,26.667,0.0,0.0,8.0001,581,62.02,8.13,7.03,5.15,25.3885,609
PODDARMENT,2733666560.0,MICRO CAP,18.03009,0.7448189,0.0,0.0,0.04329,0.04192,0.015,-0.546,257.65,CHEMICALS,Basic Materials,Specialty Chemicals,2026-05-11,1.5,-54.6,-26.55,2139,0.0,4.329000000000001,4.192,0.0,2.3467,1084,61.92,10.57,3.91,4.33,25.3875,610
BALUFORGE,64256815104.0,MID CAP,23.81188,4.531556,0.0,6.528,0.26232,0.22976999,0.216,0.206,529.1,CAPITAL GOODS,Industrials,Metal Fabrication,2026-05-11,21.6,20.6,21.1,842,0.0,26.232,22.976999,6.528,12.96104975,338,58.52,11.49,7.52,4.25,25.383999999999997,611
AKASH,450229664.0,MICRO CAP,18.802818,0.5334666,0.0,102.888,0.13567,0.037100002,-0.215,17.0,26.7,CAPITAL GOODS,Industrials,Engineering & Construction,2026-05-11,-21.5,1700.0,839.25,38,0.0,13.567000000000002,3.7100002,102.888,-5.291199950000002,1855,58.79,13.98,5.25,7.03,25.38,612
VISAKAIND,6645390336.0,SMALL CAP,11.0981245,0.8465044,0.0,53.394,0.025150001,0.03689,0.046,0.0,76.91,CAPITAL GOODS,Industrials,Building Products & Equipment,2026-05-11,4.6,0.0,2.3,1426,0.0,2.5150001,3.689,53.394,-3.66264997,1736,57.44,12.18,8.21,4.34,25.376499999999997,613
AKUMS,82483740672.0,MID CAP,25.789852,2.6233013,0.0,2.85,0.09245,0.0747,0.148,0.016,538.75,PHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,2026-05-11,14.8,1.6,8.2,1207,0.0,9.245,7.470000000000001,2.85,4.356,868,52.24,13.41,12.64,0.95,25.372,614
GABRIEL,161613791232.0,MID CAP,0.0,12.644841,0.0,8.126,0.06906,0.05519,0.159,-0.089,1125.1,AUTO,Consumer Cyclical,Auto Parts,2026-05-11,15.9,-8.9,3.5,1369,0.0,6.906,5.519,8.126,2.6389499999999995,1048,52.67,15.92,10.49,4.69,25.363999999999997,615
INDOTHAI,36978057216.0,SMALL CAP,99.26117,16.00543,0.0,1.429,0.83115995,0.56959,4.17,14.0,288.85,OTHERS,Financial Services,Capital Markets,2026-05-11,417.0,1400.0,908.5,36,0.0,83.115995,56.959,1.429,39.0316485,61,59.79,9.89,7.51,4.25,25.345999999999997,616
GPPL,75992129536.0,MID CAP,15.666003,3.1715884,0.0,2.111,0.43796003,0.44205,0.112,0.083,157.13,CAPITAL GOODS,Industrials,Marine Shipping,2026-05-11,11.2,8.3,9.75,1147,0.0,43.796003,44.205,2.111,23.9789509,126,55.66,14.47,6.11,0.19,25.3305,617
SYNCOMF,13507800064.0,SMALL CAP,19.68493,3.501462,0.0,0.184,0.1724,0.13719,-0.097,0.643,14.37,PHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,2026-05-11,-9.7,64.3,27.3,711,0.0,17.24,13.719,0.184,8.58335,543,55.52,12.78,9.02,1.92,25.328999999999997,618
SPCENET,2145767680.0,MICRO CAP,13.103449,1.3970588,0.0,0.597,0.04316,0.084960006,0.227,1.5,3.8,OTHERS,Financial Services,Capital Markets,2026-05-11,22.7,150.0,86.35,294,0.0,4.316,8.4960006,0.597,3.35910015,964,63.91,6.53,4.34,0.84,25.3285,619
ALGOQUANT,16531258368.0,SMALL CAP,6.822506,15.048618,0.0,23.755,0.19264,0.84235,0.051,0.16,58.81,OTHERS,Financial Services,Capital Markets,2026-05-11,5.1,16.0,10.55,1118,0.0,19.264,84.235,23.755,24.46245,119,64.32,10.31,2.21,8.31,25.326499999999996,620
RADIANTCMS,4590574080.0,MICRO CAP,13.036364,1.7459416,0.0,57.298,0.10052,0.08455,0.069,-0.259,43.02,CAPITAL GOODS,Industrials,Specialty Business Services,2026-05-11,6.9,-25.9,-9.5,1869,0.0,10.052,8.455,57.298,-0.6004500000000013,1456,58.39,9.64,9.39,3.74,25.302,621
JPOLYINVST,11592555520.0,SMALL CAP,1.304024,0.7082688,0.0,1.433,0.9999,0.89158,122.309,19.995,1102.8,OTHERS,Financial Services,Asset Management,2026-05-11,12230.9,1999.5,7115.2,8,0.0,99.99,89.158,1.433,52.14319999999999,34,62.41,7.4,5.78,2.09,25.2995,622
SUPRIYA,57790672896.0,MID CAP,31.165363,5.3383045,0.0,0.484,0.31613,0.25191998,0.112,0.06,718.05,PHARMA,Healthcare,Biotechnology,2026-05-11,11.2,6.0,8.600000000000001,1194,0.0,31.613000000000003,25.191998,0.484,15.7334995,251,51.66,11.7,15.91,2.75,25.293499999999995,623
CCCL,7049864192.0,SMALL CAP,8.915255,3.7769268,0.26556998,0.108,-0.08659001,0.21561001,1.295,0.0,15.78,CAPITAL GOODS,Industrials,Engineering & Construction,2026-05-11,129.5,0.0,64.75,370,26.556998,-8.659001,21.561001,0.108,12.07669925,368,61.52,7.74,6.06,0.76,25.293,624
SHILCTECH,49415942144.0,SMALL CAP,31.282589,11.769273,0.37762,0.0,0.23733,0.23327999,-0.331,-0.487,4319.5,CAPITAL GOODS,Industrials,Electrical Equipment & Parts,2026-05-11,-33.1,-48.7,-40.9,2282,37.762,23.733,23.327999,0.0,26.16859975,105,63.8,5.57,5.54,1.13,25.273,625
NETWORK18,51524108288.0,MID CAP,33.69697,1.0350926,0.031689998,65.925,-0.00214,0.07177,0.097,0.0,33.36,OTHERS,Communication Services,Entertainment,2026-05-11,9.7,0.0,4.8500000000000005,1324,3.1689998,-0.214,7.177,65.925,-3.7533000700000008,1742,48.44,16.17,14.7,2.12,25.267999999999997,626
TRANSPEK,6733403648.0,SMALL CAP,11.546935,0.87709916,0.0,9.207,0.07944,0.09026,-0.068,0.019,1205.5,CHEMICALS,Basic Materials,Chemicals,2026-05-11,-6.800000000000001,1.9,-2.45,1693,0.0,7.944,9.026,9.207,3.719,929,61.9,11.64,1.04,1.65,25.252000000000002,627
HBSL,445318912.0,MICRO CAP,0.0,0.48237205,0.0,13.379,0.05722,0.0,0.0,0.0,62.39,OTHERS,Financial Services,Capital Markets,2026-05-11,0.0,0.0,0.0,1533,0.0,5.722,0.0,13.379,0.3787,1322,63.69,9.06,4.53,8.92,25.25,628
LINCOLN,14012796928.0,SMALL CAP,15.947116,1.9571748,0.0,0.009,0.1195,0.13473,0.135,0.377,699.6,PHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,2026-05-11,13.5,37.7,25.6,746,0.0,11.95,13.473,0.009,6.952349999999999,642,63.71,7.19,5.48,5.77,25.2485,629
GODAVARIB,15552378880.0,SMALL CAP,44.364964,2.1442933,0.0,67.931,0.06421,-0.013350001,0.028,0.229,303.9,CHEMICALS,Basic Materials,Chemicals,2026-05-11,2.8000000000000003,22.9,12.85,1047,0.0,6.421,-1.3350001,67.931,-5.200550025,1849,64.81,3.64,7.83,4.94,25.238999999999997,630
NAVKARURB,942555904.0,MICRO CAP,0.0,0.59532243,0.0,3.823,0.49957,0.01909,-0.385,6.5,0.84,OTHERS,Basic Materials,Building Materials,2026-05-11,-38.5,650.0,305.75,93,0.0,49.957,1.909,3.823,15.08205,263,61.99,11.44,2.77,5.91,25.229999999999997,631
ANDHRSUGAR,13485771776.0,SMALL CAP,16.152597,0.8242828,0.0,0.427,0.048,0.03624,0.236,26.5,99.5,CHEMICALS,Basic Materials,Chemicals,2026-05-11,23.6,2650.0,1336.8,26,0.0,4.8,3.624,0.427,2.3033,1090,60.31,10.17,5.4,2.93,25.2165,632
SUMICHEM,232826535936.0,LARGE CAP,43.880527,7.284526,0.0,1.82,0.14569001,0.16429001,-0.115,-0.126,466.45,OTHERS,Basic Materials,Agricultural Inputs,2026-05-11,-11.5,-12.6,-12.05,1927,0.0,14.569001,16.429001,1.82,8.295950549999999,560,42.15,20.74,20.02,7.68,25.211499999999997,633
