FINAL_RANK,SYMBOL,SECTOR,PE_RATIO,PRICE_TO_BOOK,ROE,REVENUE_GROWTH,EARNINGS_GROWTH,PROMOTER_HOLDING,FII_HOLDING,DII_HOLDING,GROWTH_SCORE,QUALITY_SCORE,OWNERSHIP_SCORE,VALUATION_SCORE,FINAL_SCORE,RATING,AI_RESEARCH_SUMMARY
783,KRN,IT,117.75641,15.121297,0.0,0.375,0.722,11.37,13.72,17.35,54.85,7.457999699999999,11.664,20.71754421097777,25.168708752195556,AVOID,"KRN operates in the IT sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 25.17.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.38.

Promoter holding is currently 11.37%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for KRN: AVOID."
784,BMWVENTLTD,METALS,15.465394,1.3089323,0.0,0.161,0.288,57.61,8.2,8.41,22.45,-9.236850025,24.638,81.37252922407114,25.16605083731423,AVOID,"BMWVENTLTD operates in the METALS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 25.17.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.16.

Promoter holding is currently 57.61%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for BMWVENTLTD: AVOID."
785,GRWRHITECH,CHEMICALS,35.65782,4.807991,0.13454,0.128,0.391,48.33,15.43,8.02,25.950000000000003,15.540500299999998,23.1855,40.25739582175172,25.135729254350345,AVOID,"GRWRHITECH operates in the CHEMICALS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 25.14.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.13, while revenue growth stands at 0.13.

Promoter holding is currently 48.33%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for GRWRHITECH: AVOID."
786,TATACHEM,CHEMICALS,0.0,0.86834383,0.0,-0.011,0.0,55.11,13.53,10.02,-0.5499999999999999,-2.466,25.5715,104.54852670514168,25.11920534102834,AVOID,"TATACHEM operates in the CHEMICALS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 25.12.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at -0.01.

Promoter holding is currently 55.11%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for TATACHEM: AVOID."
787,SANOFICONR,PHARMA,41.50214,27.892483,0.0,0.328,0.357,38.69,18.42,6.23,34.25,17.45405,19.957,27.84526252492011,25.07166750498402,AVOID,"SANOFICONR operates in the PHARMA sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 25.07.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.33.

Promoter holding is currently 38.69%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for SANOFICONR: AVOID."
788,GICRE,OTHERS,7.1281443,0.68912715,0.10142,0.116,0.029,49.12,33.75,21.35,7.250000000000001,13.500749749999995,32.6475,61.35002933324506,25.024730791649013,AVOID,"GICRE operates in the OTHERS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 25.02.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.1, while revenue growth stands at 0.12.

Promoter holding is currently 49.12%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for GICRE: AVOID."
789,PIONEEREMB,FMCG,0.0,0.5338028,0.0,-0.155,0.0,38.57,14.33,6.85,-7.75,-6.00255,19.477,126.20052948392176,25.009740896784358,AVOID,"PIONEEREMB operates in the FMCG sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 25.01.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at -0.15.

Promoter holding is currently 38.57%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for PIONEEREMB: AVOID."
790,FABTECH,PHARMA,16.92108,2.8150244,0.12939,0.175,0.234,62.37,10.86,5.29,20.450000000000003,9.163650099999998,26.087,54.50773015118748,25.0030410602375,AVOID,"FABTECH operates in the PHARMA sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 25.0.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.13, while revenue growth stands at 0.17.

Promoter holding is currently 62.37%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for FABTECH: AVOID."
791,ENIL,OTHERS,0.0,0.77042663,0.0,0.038,0.0,47.16,7.32,2.67,1.9,-3.70145,18.6075,108.93946396946323,24.96895779389265,AVOID,"ENIL operates in the OTHERS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 24.97.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.04.

Promoter holding is currently 47.16%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for ENIL: AVOID."
792,VOLTAMP,CAPITAL GOODS,31.244623,5.8092365,0.0,0.304,0.35,37.48,14.0,19.46,32.7,9.03119975,22.14,40.05019244596949,24.9573984141939,AVOID,"VOLTAMP operates in the CAPITAL GOODS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 24.96.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.3.

Promoter holding is currently 37.48%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for VOLTAMP: AVOID."
793,RADICO,FMCG,77.20575,16.957083,0.0,0.195,0.621,45.57,32.93,18.67,40.8,4.5763,30.255,26.41759541645137,24.947409083290275,AVOID,"RADICO operates in the FMCG sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 24.95.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.2.

Promoter holding is currently 45.57%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for RADICO: AVOID."
794,IREDA,OTHERS,19.10526,2.7114282,0.0,0.408,0.325,53.27,20.57,29.58,36.65,-17.6972515,31.9805,64.19101024758378,24.92012659951676,AVOID,"IREDA operates in the OTHERS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 24.92.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.41.

Promoter holding is currently 53.27%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for IREDA: AVOID."
